Business Name,Area,Category,Google Maps URL,Address,Phone,Website,Rating,Review Count,Plus Code,Hours,Error,_l2_gmaps_url,_l2_gmaps_error,_l2_homepage_title,_l2_homepage_description,_l2_homepage_emails,_l2_homepage_phones,_l2_homepage_linkedin,_l2_homepage_facebook,_l2_homepage_twitter,_l2_homepage_instagram,_l2_homepage_youtube,_l2_homepage_github,_l2_homepage_contact_url,_l2_homepage_about_url,_l2_homepage_careers_url,_l2_homepage_blog_url,_l2_homepage_tech_stack,_l2_homepage_founded_year,_l2_homepage_employee_count,_l2_homepage_headquarters,_l2_homepage_error,_l2_enriched_at,_firmographic_query,_firmographic_sources,_firmographic_errors,legal_name,registration_number,jurisdiction,incorporation_date,company_status,company_type,official_website,industry,sic_code,employee_count,headquarters,officers
Telangana Jagruthi Office,Banjara Hills,offices,https://www.google.com/maps/place/Telangana+Jagruthi+Office/data=!4m7!3m6!1s0x3bcb97006ad596f5:0xa36e33ae252b3a23!8m2!3d17.4207123!4d78.4350446!16s%2Fg%2F11xw6s_mzk!19sChIJ9ZbVagCXyzsRIzorJa4zbqM?authuser=0&hl=en&rclk=1,"443, Venkat Nagar, Banjara Hills, Hyderabad, Telangana 500034",,,4.8,47,"CCCP+72 Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Telangana Jagruthi Office,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Telangana+Jagruthi+Office&per_page=5,,,,,,,,,,,,
Trance Hotels Corporate Office,Banjara Hills,offices,https://www.google.com/maps/place/Trance+Hotels+Corporate+Office/data=!4m7!3m6!1s0x3bcb972f9df6b1ff:0xd8eb5010941f40d0!8m2!3d17.4180953!4d78.4468743!16s%2Fg%2F11clyd8cz7!19sChIJ_7H2nS-XyzsR0EAflBBQ69g?authuser=0&hl=en&rclk=1,"8-2-5771/A, Road no.7, Banjara Hills, Opp. Iranian Consulate, Hyderabad, Telangana 500034",089775 05959,,4.7,7,"CC9W+6P Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Trance Hotels Corporate Office,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Trance+Hotels+Corporate+Office&per_page=5,,,,,,,,,,,,
Qdesq - Coworking Space in Hyderabad,Banjara Hills,offices,https://www.google.com/maps/place/Qdesq+-+Coworking+Space+in+Hyderabad/data=!4m7!3m6!1s0x3bcb97a1f6474451:0x33dc8f9217c00b43!8m2!3d17.4086714!4d78.4307727!16s%2Fg%2F11sfrqhwgp!19sChIJUURH9qGXyzsRQwvAF5KP3DM?authuser=0&hl=en&rclk=1,"8-2-624, A/1, Banjara Hills Rd Number 10, MLA Colony, Banjara Hills, Hyderabad, Telangana 500028",095998 70871,,5.0,3,"CC5J+F8 Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Qdesq - Coworking Space in Hyderabad,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Qdesq+-+Coworking+Space+in+Hyderabad&per_page=5,,,,,,,,,,,,
NLC INDIA LTD LIAISON OFFICE,Banjara Hills,offices,https://www.google.com/maps/place/NLC+INDIA+LTD+LIAISON+OFFICE/data=!4m7!3m6!1s0x3bcb972fc25b0d35:0xa384844077c8cc13!8m2!3d17.4153139!4d78.440324!16s%2Fg%2F11cn39srhc!19sChIJNQ1bwi-XyzsRE8zId0CEhKM?authuser=0&hl=en&rclk=1,"19, Gouri Shankar Nagar Colony, Banjara Hills, Hyderabad, Telangana 500034",,,4.8,8,"CC8R+44 Hyderabad, Telangana",· Opens 9:30 am; Wednesday 9:30 am–5:30 pm; Thursday 9:30 am–5:30 pm; Friday 9:30 am–5:30 pm; Saturday 9:30 am–5:30 pm; Monday 9:30 am–5:30 pm; Tuesday 9:30 am–5:30 pm,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,NLC INDIA LTD LIAISON OFFICE,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=NLC+INDIA+LTD+LIAISON+OFFICE&per_page=5,,,,,,,,,,,,
Yasha Corporate Consultants,Banjara Hills,offices,https://www.google.com/maps/place/Yasha+Corporate+Consultants/data=!4m7!3m6!1s0x3bcb910e5e1f1a3b:0xbad0bfebff9d8131!8m2!3d17.4275119!4d78.4345544!16s%2Fg%2F11n234gmd5!19sChIJOxofXg6RyzsRMYGd_-u_0Lo?authuser=0&hl=en&rclk=1,"Ground floor, Sri Durga Nilayam, Plot - 622, H No: 8-2-268-N/7, Sagar Society, Sri Nagar Colony, Aurora Colony, Banjara Hills, Hyderabad, Telangana 500034",,,5.0,2,"CCHM+2R Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Yasha Corporate Consultants,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Yasha+Corporate+Consultants&per_page=5,,,,,,,,,,,,
S.K.G.U Real Estate,Banjara Hills,real estate agents,https://www.google.com/maps/place/S.K.G.U+Real+Estate/data=!4m7!3m6!1s0x3bcb97486f7b6b93:0xa34a3ec4bdf47e81!8m2!3d17.4035819!4d78.4403152!16s%2Fg%2F11l2x8b50t!19sChIJk2t7b0iXyzsRgX70vcQ-SqM?authuser=0&hl=en&rclk=1,"H, 10-6-135, First Lancer Rd, First Lancer, Bada Bazar, Ahmed Nagar, Banjara Hills, Hyderabad, Telangana 500028",085550 34270,,5.0,18,"CC3R+C4 Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,S.K.G.U Real Estate,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=S.K.G.U+Real+Estate&per_page=5,,,,,,,,,,,,
Tricolour Properties Pvt. Ltd,Banjara Hills,real estate agents,https://www.google.com/maps/place/Tricolour+Properties+Pvt.+Ltd/data=!4m7!3m6!1s0x3bcb97bd9ba8b8e7:0x898f35b4ebc79ea4!8m2!3d17.4200701!4d78.4495052!16s%2Fg%2F11h8k_7klt!19sChIJ57iom72XyzsRpJ7H67Q1j4k?authuser=0&hl=en&rclk=1,"251, Corp.Off: 6-3, 4, Road No. 1, Banjara Hills, Hyderabad, Telangana 500082",,https://tricolour.co.in,4.3,117,"CCCX+2R Hyderabad, Telangana",Wednesday 10 am–6:30 pm; Thursday 10 am–6:30 pm; Friday 10 am–6:30 pm; Saturday 10 am–6:30 pm; Sunday 10 am–6:30 pm; Monday 10 am–6:30 pm; Tuesday 10 am–6:30 pm,,,,The Leading Real Estate Company in India - Tricolour Properties,"Buy apartments, villas & open plots from the leading real estate company in India, 100% Verified properties, available across India.",contact@tricolour.co.in; sales@tricolour.co.in,+91 8448449882,,https://www.facebook.com/TricolourGroup,,https://www.instagram.com/tricolourgroup,https://www.youtube.com/channel/UCc4NY-q_WUBOZoR2B3Q_U9g,,https://tricolour.co.in/contactus.php,https://tricolour.co.in,https://tricolour.co.in/career.php,https://tricolour.co.in/blog.php,Drupal; Joomla; Squarespace,,,,,2026-07-01T01:42:59.454149,Tricolour Properties Pvt. Ltd,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Tricolour+Properties+Pvt.+Ltd&per_page=5,,,,,,,,,,,,
SHIRDI SAI Properties & Real Estates Rental & Sales,Banjara Hills,real estate agents,https://www.google.com/maps/place/SHIRDI+SAI+Properties+%26+Real+Estates+Rental+%26+Sales/data=!4m7!3m6!1s0x3bcb97367f5ddcbb:0x9e104e3192859051!8m2!3d17.4202115!4d78.4498425!16s%2Fg%2F11f038bwcf!19sChIJu9xdfzaXyzsRUZCFkjFOEJ4?authuser=0&hl=en&rclk=1,"Gvk One Mall, Lane 1, Road No. 1, Banjara Hills, Balapur, Hyderabad, Telangana 500034",081255 65699,,5.0,2,"CCCX+3W Hyderabad, Telangana",· Opens 8:30 am; Wednesday 8:30 am–9:30 pm; Thursday 8:30 am–9:30 pm; Friday 8:30 am–9:30 pm; Saturday 8:30 am–9:30 pm; Sunday 8:30 am–9:30 pm; Monday 8:30 am–9:30 pm; Tuesday 8:30 am–9:30 pm,,https://www.google.com/maps/place/SHIRDI+SAI+Properties+%26+Real+Estates+Rental+%26+Sales/data=!4m7!3m6!1s0x3bcb97367f5ddcbb:0x9e104e3192859051!8m2!3d17.4202115!4d78.4498425!16s%2Fg%2F11f038bwcf!19sChIJu9xdfzaXyzsRUZCFkjFOEJ4?authuser=0&hl=en&rclk=1,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,SHIRDI SAI Properties & Real Estates Rental & Sales,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=SHIRDI+SAI+Properties+%26+Real+Estates+Rental+%26+Sales&per_page=5,,,,,,,,,,,,
BM KEERTHI DEVELOPERS,Banjara Hills,real estate agents,https://www.google.com/maps/place/BM+KEERTHI+DEVELOPERS/data=!4m7!3m6!1s0x3bcb99cd87dc821b:0xf3b337b1674b479a!8m2!3d17.420901!4d78.431741!16s%2Fg%2F11hbc2n56h!19sChIJG4Lch82ZyzsRmkdLZ7E3s_M?authuser=0&hl=en&rclk=1,"H No 8-2-293/18/B, Road No. 14, SV Nagar, GS Nagar, Nandi Nagar, Banjara Hills, Hyderabad, Telangana 500034",083090 02208,,4.8,29,"CCCJ+9M Hyderabad, Telangana",,,https://www.google.com/maps/place/BM+KEERTHI+DEVELOPERS/data=!4m7!3m6!1s0x3bcb99cd87dc821b:0xf3b337b1674b479a!8m2!3d17.420901!4d78.431741!16s%2Fg%2F11hbc2n56h!19sChIJG4Lch82ZyzsRmkdLZ7E3s_M?authuser=0&hl=en&rclk=1,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,BM KEERTHI DEVELOPERS,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=BM+KEERTHI+DEVELOPERS&per_page=5,,,,,,,,,,,,
Brook Realtors Pvt Ltd,Banjara Hills,real estate agents,https://www.google.com/maps/place/Brook+Realtors+Pvt+Ltd/data=!4m7!3m6!1s0x3bcb90d30485cc35:0xb1e0014e6b00aec6!8m2!3d17.425203!4d78.4372608!16s%2Fg%2F11v0vm40c1!19sChIJNcyFBNOQyzsRxq4Aa04B4LE?authuser=0&hl=en&rclk=1,"Door No 33, Banjara Hills Rd Number 3, UBI Colony, Andhra Pradesh Real Estate, Green Valley, Banjara Hills, Hyderabad, Telangana 500034",098490 98028,,5.0,3,"CCGP+3W Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Brook Realtors Pvt Ltd,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Brook+Realtors+Pvt+Ltd&per_page=5,,,,,,,,,,,,
Platform Reality,Banjara Hills,real estate agents,https://www.google.com/maps/place/Platform+Reality/data=!4m7!3m6!1s0x3bcb97ab7aa69051:0xc1759bc8026c4c21!8m2!3d17.4170413!4d78.4515654!16s%2Fg%2F11xtzft467!19sChIJUZCmequXyzsRIUxsAsibdcE?authuser=0&hl=en&rclk=1,"252/2, Workfella # 204, Sri Ram Towers Nest , Mega City 6-3, 6-3-252/2, Banjara Hills Main Rd, Erram Manzil, Irram Manzil Colony, Banjara Hills, Hyderabad, Telangana 500082",093967 77220,,4.9,60,"CF82+RJ Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Platform Reality,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Platform+Reality&per_page=5,,,,,,,,,,,,
Anatolia Realtors,Banjara Hills,real estate agents,https://www.google.com/maps/place/Anatolia+Realtors/data=!4m7!3m6!1s0x3bcb97002ca928cb:0xaf61a4ee9bc39514!8m2!3d17.4200469!4d78.437065!16s%2Fg%2F11nbm50v0_!19sChIJyyipLACXyzsRFJXDm-6kYa8?authuser=0&hl=en&rclk=1,"M, 8-2-317, Road No. 14, Resham Bagh, Banjara Hills, Hyderabad, Telangana 500034",,https://realtors.anatolia.in,5.0,1,"CCCP+2R Hyderabad, Telangana",· Opens 10:30 am; Wednesday 10:30 am–9:45 pm; Thursday 10:30 am–9:45 pm; Friday 10:30 am–9:45 pm; Saturday 10:30 am–9:45 pm; Sunday 10:30 am–9:45 pm; Monday 10:30 am–9:45 pm; Tuesday 10:30 am–9:45 pm,,,,Anatolia Realtors | LinkedIn,Anatolia Realtors | 20 followers on LinkedIn. Real Estate Advisory · Buying · Selling · Leasing | We deal in Curated assets.,,,,,,,,,,https://www.linkedin.com/redir/redirect?url=https%3A%2F%2Frealtors%2Eanatolia%2Ein&urlhash=iPfD&trk=about_website,https://www.linkedin.com/jobs/search?trk=organization_guest_guest_nav_menu_jobs,,,2014,,,,2026-07-01T01:42:59.454149,Anatolia Realtors,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Anatolia+Realtors&per_page=5,,,,,,,,,,,,
Shirdi Sai Properties & Real Estates,Banjara Hills,real estate agents,https://www.google.com/maps/place/Shirdi+Sai+Properties+%26+Real+Estates/data=!4m7!3m6!1s0x3bcb9739d83ce86f:0xcfdf92a702112b74!8m2!3d17.4140905!4d78.4488597!16s%2Fg%2F11xp74h39c!19sChIJb-g82DmXyzsRdCsRAqeS388?authuser=0&hl=en&rclk=1,"M B Towers, Road No. 10, near City Centre Mall, Avenue 4, Banjara Hills, Hyderabad, Telangana 500034",,,5.0,1,"CC7X+JG Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Shirdi Sai Properties & Real Estates,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Shirdi+Sai+Properties+%26+Real+Estates&per_page=5,,,,,,,,,,,,
SAB REALTORS,Banjara Hills,real estate agents,https://www.google.com/maps/place/SAB+REALTORS/data=!4m7!3m6!1s0x3bcb97adcb02ebad:0x80b898d4070ec5fb!8m2!3d17.4253129!4d78.4482532!16s%2Fg%2F11ydyzt8yp!19sChIJresCy62XyzsR-8UOB9SYuIA?authuser=0&hl=en&rclk=1,"9th floor, MPM TIMESQUARE MALL, Unit 1003, Road No. 1, Green Valley, Banjara Hills, Hyderabad, Telangana 500082",,,4.9,19,"CCGX+48 Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,SAB REALTORS,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=SAB+REALTORS&per_page=5,,,,,,,,,,,,
APEX PROPERTY CONSULTANCY SERVICES,Banjara Hills,property consultants,https://www.google.com/maps/place/APEX+PROPERTY+CONSULTANCY+SERVICES/data=!4m7!3m6!1s0x3bcb972b2af26907:0xaf4644aad4598893!8m2!3d17.4246411!4d78.4326786!16s%2Fg%2F11c3sxhn2y!19sChIJB2nyKiuXyzsRk4hZ1KpERq8?authuser=0&hl=en&rclk=1,"Plot No.14B, Road No.2, Near Challa Eye Car Hospit, 14th Rd, Sagar Society, BN Reddy Colony, Banjara Hills, Hyderabad, Telangana 500034",078936 74216,,5.0,4,"CCFM+V3 Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,APEX PROPERTY CONSULTANCY SERVICES,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=APEX+PROPERTY+CONSULTANCY+SERVICES&per_page=5,,,,,,,,,,,,
Safe Land Verifiers,Banjara Hills,property consultants,https://www.google.com/maps/place/Safe+Land+Verifiers/data=!4m7!3m6!1s0x3bcb975b4f6b26a1:0x5cdbca2c48531032!8m2!3d17.4186478!4d78.445784!16s%2Fg%2F11yzmkxhjj!19sChIJoSZrT1uXyzsRMhBTSCzK21w?authuser=0&hl=en&rclk=1,"villa no 2 second floor, Naths Reliance Kuteer, Rd Number 7, opp. old gemini tv office, Zahara Nagar, Banjara Hills, Hyderabad, Telangana 500034",091543 35666,,5.0,2,"CC9W+F8 Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Safe Land Verifiers,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Safe+Land+Verifiers&per_page=5,,,,,,,,,,,,
Yards and Feet Property Consultants,Banjara Hills,property consultants,https://www.google.com/maps/place/Yards+and+Feet+Property+Consultants/data=!4m7!3m6!1s0x3bcb972c5a94806f:0xec54102e0c35d1ae!8m2!3d17.4214448!4d78.437422!16s%2Fg%2F1xtf00bt!19sChIJb4CUWiyXyzsRrtE1DC4QVOw?authuser=0&hl=en&rclk=1,"8-2-325, Rainbow Apartment, 1st foor, Rd Number 3, above Dr. max fax, near Banjara hills, church, Hyderabad, Telangana 500034",098496 43621,,4.0,9,"CCCP+HX Hyderabad, Telangana",· Opens 9:30 am; Wednesday 9:30 am–6 pm; Thursday 9:30 am–6 pm; Friday 9:30 am–6 pm; Saturday 9:30 am–6 pm; Sunday 9:30 am–6 pm; Monday 9:30 am–6 pm,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Yards and Feet Property Consultants,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Yards+and+Feet+Property+Consultants&per_page=5,,,,,,,,,,,,
Hyderabad Local real estate consultant,Banjara Hills,property consultants,https://www.google.com/maps/place/Hyderabad+Local+real+estate+consultant/data=!4m7!3m6!1s0x3bcb976c10568247:0xd51f9b2260f57be6!8m2!3d17.4139346!4d78.4370921!16s%2Fg%2F11h9h9gr_8!19sChIJR4JWEGyXyzsR5nv1YCKbH9U?authuser=0&hl=en&rclk=1,"Singada Kunta, Banjara Hills, Hyderabad, Telangana 500028",,,4.7,6,"CC7P+HR Hyderabad, Telangana",,,https://www.google.com/maps/place/Hyderabad+Local+real+estate+consultant/data=!4m7!3m6!1s0x3bcb976c10568247:0xd51f9b2260f57be6!8m2!3d17.4139346!4d78.4370921!16s%2Fg%2F11h9h9gr_8!19sChIJR4JWEGyXyzsR5nv1YCKbH9U?authuser=0&hl=en&rclk=1,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Hyderabad Local real estate consultant,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Hyderabad+Local+real+estate+consultant&per_page=5,,,,,,,,,,,,
Real Homes Consultancy,Banjara Hills,property consultants,https://www.google.com/maps/place/Real+Homes+Consultancy/data=!4m7!3m6!1s0x3bcb97439cdcb477:0x4bf0c3b9ac8fb39c!8m2!3d17.414804!4d78.4360106!16s%2Fg%2F11ywp327pk!19sChIJd7TcnEOXyzsRnLOPrLnD8Es?authuser=0&hl=en&rclk=1,"8-2-603/72/3, Singada Kunta, Banjara Hills, Hyderabad, Telangana 500034",,,,,"CC7P+WC Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Real Homes Consultancy,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Real+Homes+Consultancy&per_page=5,,,,,,,,,,,,
"SUBHAGRUHA GROUP OF COMPANIES-HYDERABAD, VISAKHAPATNAM, VIJAYAWADA",Banjara Hills,real estate agencies,"https://www.google.com/maps/place/SUBHAGRUHA+GROUP+OF+COMPANIES-HYDERABAD,+VISAKHAPATNAM,+VIJAYAWADA/data=!4m7!3m6!1s0x3bcb96d52419f087:0xa3063687a3f92e79!8m2!3d17.4258958!4d78.435326!16s%2Fg%2F11s1vzbp93!19sChIJh_AZJNWWyzsReS75o4c2BqM?authuser=0&hl=en&rclk=1","4th Floor, Lumbini Jewel Mall, Road No. 2, Venkateshwara Nagar, Aurora Colony, Banjara Hills, Hyderabad, Telangana 500034",098597 09999,,3.9,77,"CCGP+94 Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,"SUBHAGRUHA GROUP OF COMPANIES-HYDERABAD, VISAKHAPATNAM, VIJAYAWADA",,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=SUBHAGRUHA+GROUP+OF+COMPANIES-HYDERABAD%2C+VISAKHAPATNAM%2C+VIJAYAWADA&per_page=5,,,,,,,,,,,,
Kenza Properties,Banjara Hills,real estate agencies,https://www.google.com/maps/place/Kenza+Properties/data=!4m7!3m6!1s0x3bcb972ea527cc89:0x7fd311e4d691a5f2!8m2!3d17.4183109!4d78.4363001!16s%2Fg%2F11cp09mgbx!19sChIJicwnpS6XyzsR8qWR1uQR038?authuser=0&hl=en&rclk=1,"MCNo 343, Mithila Nagar Road No 10, Banjara Hills, Hyderabad, Telangana 500034",,,5.0,7,"CC9P+8G Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Kenza Properties,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Kenza+Properties&per_page=5,,,,,,,,,,,,
Pavan Realtors,Banjara Hills,real estate agencies,https://www.google.com/maps/place/Pavan+Realtors/data=!4m7!3m6!1s0x3bcb9752945e966b:0xc2834fc684498324!8m2!3d17.3883161!4d78.4294878!16s%2Fg%2F11r1pg5f36!19sChIJa5ZelFKXyzsRJINJhMZPg8I?authuser=0&hl=en&rclk=1,"1st floor, D. No 12-2-709/c/1&2, Padmanabha Nagar Rd, opp. Pillar no66, Karol Bagh Society, Karol Bagh B Society, Gudimalkapur, Hyderabad, Telangana 500006",081799 15749,,4.8,30,"9CQH+8Q Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Pavan Realtors,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Pavan+Realtors&per_page=5,,,,,,,,,,,,
D'Desks Co-working Space & Virtual Office,Banjara Hills,coworking space,https://www.google.com/maps/place/D%27Desks+Co-working+Space+%26+Virtual+Office/data=!4m7!3m6!1s0x3bcb977b95a3529b:0x465e8e5efcd4f5ec!8m2!3d17.4079662!4d78.4502886!16s%2Fg%2F11j8hz5mm6!19sChIJm1KjlXuXyzsR7PXU_F6OXkY?authuser=0&hl=en&rclk=1,"2nd floor, Hiline Complex, 205, Road No. 12, Sai Enclave, Bhola Nagar, Banjara Hills, Hyderabad, Telangana 500034",095026 40222,,4.9,118,"CF52+54 Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,D'Desks Co-working Space & Virtual Office,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=D%27Desks+Co-working+Space+%26+Virtual+Office&per_page=5,,,,,,,,,,,,
Awfis Premium Coworking NSL Icon,Banjara Hills,coworking space,https://www.google.com/maps/place/Awfis+Premium+Coworking+NSL+Icon/data=!4m7!3m6!1s0x3bcb9770377ce6a7:0xfc73a8194fc30f94!8m2!3d17.4120195!4d78.4359727!16s%2Fg%2F11vkjx3m0r!19sChIJp-Z8N3CXyzsRlA_DTxmoc_w?authuser=0&hl=en&rclk=1,"Road No. 12, Anand Banjara Colony, Banjara Hills, Hyderabad, Telangana 500028",,,4.5,26,"CC6P+R9 Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Awfis Premium Coworking NSL Icon,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Awfis+Premium+Coworking+NSL+Icon&per_page=5,,,,,,,,,,,,
Avance Co Working Space,Banjara Hills,coworking space,https://www.google.com/maps/place/Avance+Co+Working+Space/data=!4m7!3m6!1s0x226ef6bdf597302b:0x4adf0a3e53985031!8m2!3d17.424237!4d78.4241216!16s%2Fg%2F11wpx5bdpw!19sChIJKzCX9b32biIRMVCYUz4K30o?authuser=0&hl=en&rclk=1,"Road No 2, 8-2-120/76/3, Main, Road, Park View Enclave, Banjara Hills, Hyderabad, Telangana 500034",090308 71133,,5.0,8,"CCFF+MJ Hyderabad, Telangana",Saturday 10:30 am–5 pm,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Avance Co Working Space,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Avance+Co+Working+Space&per_page=5,,,,,,,,,,,,
SandHillHub Co-working Spaces,Banjara Hills,coworking space,https://www.google.com/maps/place/SandHillHub+Co-working+Spaces/data=!4m7!3m6!1s0x3bcb91cc86ab3201:0xb7818be6f30c9b9!8m2!3d17.4270219!4d78.4471666!16s%2Fg%2F11ld3bw5pf!19sChIJATKrhsyRyzsRuckwb74YeAs?authuser=0&hl=en&rclk=1,"B/1, 8-2-248, Journalist Colony, behind Furniture World, behind Maayas Furniture Store, North H Block, VST Colony, Banjara Hills, Hyderabad, Telangana 500082",091217 10635,,4.5,2,"CCGW+RV Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,SandHillHub Co-working Spaces,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=SandHillHub+Co-working+Spaces&per_page=5,,,,,,,,,,,,
Covibe Coworking Space | Coworking Space Hyderabad | Coworking Space Ameerpet | Coworking Space near me,Banjara Hills,coworking space,https://www.google.com/maps/place/Covibe+Coworking+Space+%7C+Coworking+Space+Hyderabad+%7C+Coworking+Space+Ameerpet+%7C+Coworking+Space+near+me/data=!4m7!3m6!1s0x3bcb916a17369ab1:0x8ae22a0e92dbd846!8m2!3d17.4344216!4d78.4449091!16s%2Fg%2F11y92p4h8d!19sChIJsZo2F2qRyzsRRtjbkg4q4oo?authuser=0&hl=en&rclk=1,"6th Floor, Vasavi Mpm Grand, 703, Ameerpet, Hyderabad, Telangana 500073",090637 56402,http://www.covibe.in,4.9,310,"CCMV+QX Hyderabad, Telangana",,,,,Covibe Coworking Space | Office Space for Rent in Ameerpet & Kondapur Hyderabad,"Fully-furnished private cabins, dedicated desks & meeting rooms in Hyderabad. Near Ameerpet Metro & Kondapur. Starting ₹5,499/mo. Book a free tour today!",team@covibe.in,+91 9063756402,,,,,,,https://covibe.in/request-call-back,https://covibe.in/about-us,http://www.covibe.in,https://covibe.in/article-news,Angular; React; WordPress,,,,,2026-07-01T01:42:59.454149,Covibe Coworking Space | Coworking Space Hyderabad | Coworking Space Ameerpet | Coworking Space near me,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Covibe+Coworking+Space+%7C+Coworking+Space+Hyderabad+%7C+Coworking+Space+Ameerpet+%7C+Coworking+Space+near+me&per_page=5,,,,,,,,,,,,
